dd,hh,mm,floor1_zon4_TSupAir_y,floor1_zon4_zon_PPD_y,floor1_zon4_zon_powPC_y,floor1_zon4_ZonCon_Damper_act_y,floor1_zon4_TSetRooHea_y,floor1_zon4_ZonCon_HeaCoi_act_y,floor1_zon4_zon_powMis_y,floor1_zon4_zon_PowLig_y,floor1_zon4_mSupAir_y,floor1_zon4_TSetRooCoo_y,floor1_zon4_TRooAir_y,floor1_zon4_OccSch_y,floor1_zon2_ZonCon_Damper_act_y,floor1_zon2_TSetRooCoo_y,floor1_zon2_zon_PowLig_y,floor1_zon2_TSupAir_y,floor1_zon2_TRooAir_y,floor1_zon2_mSupAir_y,floor1_zon2_ZonCon_HeaCoi_act_y,floor1_zon2_TSetRooHea_y,floor1_zon2_zon_powMis_y,floor1_zon2_OccSch_y,floor1_zon2_zon_powPC_y,floor1_zon2_zon_PPD_y,cmf_PC,cmf_Light,cmf_Misc
1,2,20,290.03900997169546,0.9134097388091701,0.0,0.3,288.71,0.0006395541347105899,0.0,0.0,0.011263152188093109,295.15,288.84423230251235,0.0,0.3,299.81,0.0,290.0083510951203,288.95517390179214,0.011324467579021082,0.0,288.71,0.0,0.0,0.0,0.9057064398518334,0.691647339199789,0.44779236618088597,0.526484352841169
1,2,25,293.4440001624413,0.9059958690988055,0.0,0.3,288.71,0.0,0.0,0.0,0.7555827022559836,295.15,288.9511189075732,0.0,0.3,299.81,0.0,293.4121806464112,289.0503021154668,0.7596960133447104,0.0,288.71,0.0,0.0,0.0,0.8987440019052266,0.49605657288923866,0.531941127333583,0.1051870631665107
1,2,30,293.5508309666256,0.828945792245835,0.0,0.3,288.71,0.0,0.0,0.0,0.6811187840435375,295.15,289.83137992708697,0.0,0.3,299.81,0.0,293.5229185983032,289.90058514941074,0.6848267215789074,0.0,288.71,0.0,0.0,0.0,0.8216914916669527,0.0930391942483865,0.11772502925867916,0.019693478228033356
1,2,35,293.50188651916307,0.7698824657251898,0.0,0.3,288.71,0.0,0.0,0.0,0.6813652816597557,295.15,290.3563225282726,0.0,0.3,299.81,0.0,293.47735177996304,290.4075616484221,0.6850745610776773,0.0,288.71,0.0,0.0,0.0,0.7636441718564949,0.02897719720822036,0.3863322713738223,0.7683209297348143
1,2,40,293.4593500002173,0.7316077398360437,0.0,0.3,288.71,0.0,0.0,0.0,0.681360716941122,295.15,290.66155619935233,0.0,0.3,299.81,0.0,293.4377816302762,290.7024997426999,0.6850699715107835,0.0,288.71,0.0,0.0,0.0,0.7262800888912873,0.06421058075640663,0.0860304070902852,0.3108954359308839
1,2,45,289.97625135394236,0.7764059931166092,0.0,0.3,288.71,0.0,0.0,0.0,0.014794799119462432,295.15,290.3020274532024,0.0,0.3,299.81,0.0,289.95537252940335,290.3466073853585,0.014876827155322772,0.0,288.71,0.0,0.0,0.0,0.7710563533058761,0.37174218245185364,0.2804712514366321,0.914737382591825
1,2,50,289.9807198512474,0.8353646890254887,0.0,0.3,288.71,0.0,0.0,0.0,0.01126315693059052,295.15,289.76875192940537,0.0,0.3,299.81,0.0,289.9598675978725,289.82047067286055,0.011324472359302437,0.0,288.71,0.0,0.0,0.0,0.8300739324011916,0.06673913552434235,0.07403463923644862,0.8449404608594809
1,2,55,289.9865822849128,0.8783326799774155,0.0,0.3,288.71,0.0,0.0,0.0,0.011263152188094455,295.15,289.3064957000836,0.0,0.3,299.81,0.0,289.96576770442624,289.3627656695447,0.011324467579022432,0.0,288.71,0.0,0.0,0.0,0.8735234126027678,0.354315648677945,0.11552490410611493,0.09816585419982897
1,3,0,289.99308412146564,0.9098657264659727,0.0,0.3,288.71,0.0,0.0,0.0,0.01126315218834894,295.15,288.8960718100386,0.0,0.3,299.81,0.0,289.9723119120492,288.9550037981117,0.011324467579278304,0.0,288.71,0.0,0.0,0.0,0.9057185932193285,0.4824041895645868,0.5247589952195194,0.4544513619689704
1,3,5,293.4245947498467,0.908469037648741,0.0,0.3,288.71,0.0,0.0,0.0,0.7465964064514266,295.15,288.9161204184333,0.0,0.3,299.81,0.0,293.4039458296244,288.9691101059408,0.7506607971211539,0.0,288.71,0.0,0.0,0.0,0.9047071559333884,0.00045160264274368754,0.16756747462672603,0.556516825061515
1,3,10,293.5137066872332,0.8407436172413909,0.0,0.3,288.71,0.0,0.0,0.0,0.6812651561922916,295.15,289.7151853766263,0.0,0.3,299.81,0.0,293.4955888093054,289.75331982156496,0.6849738905285214,0.0,288.71,0.0,0.0,0.0,0.8369248787532876,0.15278495631930805,0.0319315198987216,0.09322602023104398
1,3,15,293.4693860641466,0.7893441377433164,0.0,0.3,288.71,0.0,0.0,0.0,0.6813608017532488,295.15,290.19199792841204,0.0,0.3,299.81,0.0,293.45346747421263,290.2219038832461,0.6850700567845955,0.0,288.71,0.0,0.0,0.0,0.7858655363127233,0.11740930874677406,0.17173304508056786,0.032397828369328856
1,3,20,293.43066423431185,0.7561494881627548,0.0,0.3,288.71,0.0,0.0,0.0,0.6813608184023059,295.15,290.46829382432236,0.0,0.3,299.81,0.0,293.4166755859806,290.49353923513564,0.6850700735242871,0.0,288.71,0.0,0.0,0.0,0.7530026094243597,0.8460504010560486,0.4428625613568475,0.39962291623608437
1,3,25,293.3966820847202,0.736240763874472,0.0,0.3,288.71,0.0,0.0,0.0,0.6813608180806852,295.15,290.6256756845873,0.0,0.3,299.81,0.0,293.3843871482706,290.64813469260656,0.685070073200916,0.0,288.71,0.0,0.0,0.0,0.7333447327768444,0.1427958499056214,0.004592907797370365,0.8351126361132731
1,3,30,292.58852679099454,0.7255842539241613,0.0,0.3,288.71,0.0,0.0,0.0,-0.8634123440991428,295.15,290.70782311319306,0.0,0.3,299.81,0.0,292.5776530333259,290.7284655198913,-0.8681126681759346,0.0,288.71,0.0,0.0,0.0,0.7228792613360534,0.6016559543460582,0.24783326441042025,0.28187878456511134
1,3,35,289.8962443639766,0.8077331972314942,0.0,0.3,288.71,0.0,0.0,0.0,0.006357308883709072,295.15,290.0295141620882,0.0,0.3,299.81,0.0,289.88537884558883,290.0560427362658,0.006399191381737778,0.0,288.71,0.0,0.0,0.0,0.8047907630360944,0.30746737422261433,0.05807246427520221,0.5623251051497795
1,3,40,289.9011002885607,0.8656270973681007,0.0,0.3,288.71,0.0,0.0,0.0,0.01126315563155566,295.15,289.45232046103996,0.0,0.3,299.81,0.0,289.8902511284374,289.48301331966155,0.011324471036101043,0.0,288.71,0.0,0.0,0.0,0.8628524876447747,0.8453377119042527,0.044782203681730956,0.8360987951974881
1,3,45,289.90736147890556,0.905563229496647,0.0,0.3,288.71,0.0,0.0,0.0,0.011263152188348939,295.15,288.9571772232971,0.0,0.3,299.81,0.0,289.8965328863096,288.99038886661526,0.011324467579018177,0.0,288.71,0.0,0.0,0.0,0.9031676931566724,0.2335918520934228,0.48235511022410826,0.9563092505034239
1,3,50,293.24679826889246,0.9144897497407575,0.0,0.3,288.71,5.5412771785825763e-5,0.0,0.0,0.7932910359362312,295.15,288.8281467088258,0.0,0.3,299.81,0.0,293.2358632219649,288.8590795850042,0.7976096271580585,0.0,288.71,0.0,0.0,0.0,0.912404610852841,0.22083798841007382,0.6834837617332726,0.6183445816720465
1,3,55,293.44577100283016,0.853212320119391,0.0,0.3,288.71,0.0,0.0,0.0,0.6811595369681872,295.15,289.5868070238879,0.0,0.3,299.81,0.0,293.43618624141243,289.6094938540339,0.6848676963208649,0.0,288.71,0.0,0.0,0.0,0.8510525372383994,0.9552710818299907,0.11105544148282978,0.43973661766760047
1,4,0,293.4096108896029,0.8068006495835385,0.0,0.3,288.71,0.0,0.0,0.0,0.6813644525527981,295.15,290.0379450764549,0.0,0.3,299.81,0.0,293.4011861590877,290.0560969069645,0.6850737274585009,0.0,288.71,0.0,0.0,0.0,0.8047847304165805,0.2301617243390217,0.8689562234594211,0.20984271944745753
1,4,5,293.37810292139784,0.7760824552286232,0.0,0.3,288.71,0.0,0.0,0.0,0.68136081838712,295.15,290.30473812933894,0.0,0.3,299.81,0.0,293.37070087903186,290.3202653640351,0.6850700735090185,0.0,288.71,0.0,0.0,0.0,0.774224800625446,0.6833195276693055,0.14513829769407907,0.019916115068058356
1,4,10,293.3504908805313,0.7573828315421837,0.0,0.3,288.71,0.0,0.0,0.0,0.6813608180801409,295.15,290.4583591806043,0.0,0.3,299.81,0.0,293.34398486132585,290.47227777047783,0.6850700732003736,0.0,288.71,0.0,0.0,0.0,0.7556540983947789,0.417892298731977,0.41654111103509556,0.4299992510807771
1,4,15,293.3262397561688,0.746245697135046,0.0,0.3,288.71,0.0,0.0,0.0,0.6813608180828933,295.15,290.5472633087281,0.0,0.3,299.81,0.0,293.3205206968515,290.5600693489138,0.685070073203136,0.0,288.71,0.0,0.0,0.0,0.7446231828323222,0.03103250616847272,0.057614804914102154,0.1057593904334067
1,4,20,293.30485682698765,0.7397001798185228,0.0,0.3,288.71,0.0,0.0,0.0,0.6813608180828342,295.15,290.598710196232,0.0,0.3,299.81,0.0,293.29983165333545,290.61064775146986,0.6850700732030766,0.0,288.71,0.0,0.0,0.0,0.7381711062001122,0.24114202463417422,0.15103177481195634,0.05564795742099022
1,4,25,293.2860802811776,0.7360126633729267,0.0,0.3,288.71,0.0,0.0,0.0,0.6813608180828342,295.15,290.6274483858886,0.0,0.3,299.81,0.0,293.28166441487826,290.63864193916373,0.6850700732030766,0.0,288.71,0.0,0.0,0.0,0.7345704224254552,0.09220668286174594,0.6910570555577112,0.29418408035873667
1,4,30,293.26960217627686,0.7340480109534745,0.0,0.3,288.71,0.0,0.0,0.0,0.6813608180828342,295.15,290.64269016961555,0.0,0.3,299.81,0.0,293.26572103188954,290.6532033586647,0.6850700732030766,0.0,288.71,0.0,0.0,0.0,0.7326893060292223,0.37488909374452906,0.10227059417790096,0.14212055559774991
1,4,35,293.25513984961947,0.7330977838482581,0.0,0.3,288.71,0.0,0.0,0.0,0.6813608180828342,295.15,290.6500450541135,0.0,0.3,299.81,0.0,293.2517280142339,290.6599117068798,0.6850700732030766,0.0,288.71,0.0,0.0,0.0,0.7318208204437366,0.029794339420768957,0.09464967713887232,0.3376447785854589
1,4,40,293.24245956994673,0.732749398467146,0.0,0.3,288.71,0.0,0.0,0.0,0.6813608180828342,295.15,290.6527388572416,0.0,0.3,299.81,0.0,293.2394592153371,290.6619799032464,0.6850700732030766,0.0,288.71,0.0,0.0,0.0,0.7315528281638257,0.18586612428923766,0.9083566068203863,0.005150595938553573
1,4,45,293.23133684049793,0.7327540021349714,0.0,0.3,288.71,0.0,0.0,0.0,0.6813608180828342,295.15,290.65270327009614,0.0,0.3,299.81,0.0,293.2286974234592,290.66133429396837,0.6850700732030766,0.0,288.71,0.0,0.0,0.0,0.731636496725868,0.6464306349581235,0.20081063561630444,0.45533140593812804
1,4,50,293.22157840795563,0.7329630689457791,0.0,0.3,288.71,0.0,0.0,0.0,0.6813608180828342,295.15,290.65108687766127,0.0,0.3,299.81,0.0,293.2192556564398,290.65912176259593,0.6850700732030766,0.0,288.71,0.0,0.0,0.0,0.7319231502773424,0.11815292005504144,0.14282285924838004,0.4271699059029315
1,4,55,293.2130000139638,0.7332884184471766,0.0,0.3,288.71,0.0,0.0,0.0,0.6813608180828342,295.15,290.6485703973184,0.0,0.3,299.81,0.0,293.21095563518946,290.6560226677618,0.6850700732030766,0.0,288.71,0.0,0.0,0.0,0.7323244517294251,0.44353166676412265,0.0034380829296436,0.1278017390604213
1,5,0,293.20546222029486,0.7336772824203505,0.0,0.3,288.71,0.0,0.0,0.0,0.6813608180828342,295.15,290.6455609656748,0.0,0.3,299.81,0.0,293.2036624463137,290.6524447306066,0.6850700732030766,0.0,288.71,0.0,0.0,0.0,0.7327874466422568,0.04990865439645236,0.5374160128522639,0.7040911979790048
1,5,5,289.65843105635565,0.8151505915579212,0.0,0.3,288.71,0.0,0.0,0.0,0.07795577908261189,295.15,289.96165985999977,0.0,0.3,299.81,0.0,289.6566568638901,289.96949787288713,0.07838016182341169,0.0,288.71,0.0,0.0,0.0,0.8143018344858209,0.05477736300684665,0.0030342345855910386,0.079615759986685
1,5,10,289.54528846300707,0.8747329625594149,0.0,0.3,288.71,0.0,0.0,0.0,0.08283933082885585,295.15,289.34874224723444,0.0,0.3,299.81,0.0,289.54354227477756,289.356852386648,0.08329029924971727,0.0,288.71,0.0,0.0,0.0,0.8740343359866745,0.012610456307880586,0.31291885864327706,0.7408524792842874
1,5,15,289.43049605989006,0.91364741504999,0.0,0.3,288.71,0.00016219943391552804,0.0,0.0,0.08763949037441683,295.15,288.8407042282056,0.0,0.3,299.81,0.0,289.4287417380473,288.8484628384583,0.08811659035036432,8.99846201785176e-5,288.71,0.0,0.0,0.0,0.9131241494246778,0.03078251384596096,0.6791032730795553,0.11948232672251967
1,5,20,289.3242266171697,0.9395036569644211,0.0,0.3,288.71,0.004610609126715589,0.0,0.0,0.09235322692615243,295.15,288.4076977712271,0.0,0.3,299.81,0.0,289.3222041888788,288.41472906110636,0.09285598797544577,0.0045364009561509044,288.71,0.0,0.0,0.0,0.939134778050849,0.08248288169780645,0.061522340759714765,0.15814368627070546
1,5,25,289.2345790343007,0.9568250424268372,0.0,0.3,288.71,0.008958829378932838,0.0,0.0,0.09698024082834074,295.15,288.03473153001937,0.0,0.3,299.81,0.0,289.2322947145005,288.0407874013294,0.09750819084440858,0.00888618284036231,288.71,0.0,0.0,0.0,0.9565775913428384,0.006073117311712424,0.5275573739184541,0.012752706824087376
1,5,30,289.1613268582124,0.968593939484418,0.0,0.3,288.71,0.013259540207063441,0.0,0.0,0.10151902209929121,295.15,287.7101280394016,0.0,0.3,299.81,0.0,289.1588003133032,287.71505059144016,0.10207168075312466,0.01319136604299033,288.71,0.0,0.0,0.0,0.9684363815414389,0.037206284922807344,0.8690566977651765,0.5374617068669787
1,5,35,289.1041203832272,0.9767280164726252,0.0,0.3,288.71,0.01754591199272601,0.0,0.0,0.10596972441752761,295.15,287.42478004964676,0.0,0.3,299.81,0.0,289.10138199444367,287.42847180000024,0.10654661221680886,0.017484663435588216,288.71,0.0,0.0,0.0,0.9766347131325815,0.9668483516757194,0.27347789645763154,0.30116015208232827
1,5,40,289.0628745281055,0.9824318366930607,0.0,0.3,288.71,0.02183666178152662,0.0,0.0,0.11033200975352431,295.15,287.17261169251987,0.0,0.3,299.81,0.0,289.05996354862157,287.17502651529435,0.11093264536571054,0.021784375792281395,288.71,0.0,0.0,0.0,0.9823831613321268,0.09970812287932308,0.6590043880661342,0.3917971886523225
1,5,45,289.03742377365563,0.9864935113549469,0.0,0.3,288.71,0.02614220989153383,0.0,0.0,0.1146055404409296,295.15,286.94872537470127,0.0,0.3,299.81,0.0,289.0343858532116,286.9498898970921,0.11522944069521893,0.026100210700190977,288.71,0.0,0.0,0.0,0.9864745801965535,0.7409268904223102,0.025140028096847518,0.4928437653231974
1,5,50,289.02761371019255,0.9894275796520675,0.0,0.3,288.71,0.030467026408393105,0.0,0.0,0.11879040034556358,295.15,286.74942365347226,0.0,0.3,299.81,0.0,289.0244973370468,286.7494450990739,0.11943708252778415,0.030435750616229117,288.71,0.0,0.0,0.0,0.9894272950713429,0.07267809594281273,0.8402525082201866,0.7032831658772566
1,5,55,289.0332230722968,0.9915764852191267,0.0,0.3,288.71,0.03481163060790114,0.0,0.0,0.1228868578682584,295.15,286.57175953747753,0.0,0.3,299.81,0.0,289.03007506589614,286.5708602328008,0.1235558407253346,0.034790166302887525,288.71,0.0,0.0,0.0,0.9915863506400583,0.9550899406851011,0.18838199111063983,0.05482111853518612
1,6,0,289.0540039940297,0.9931660110997539,0.0,0.3,288.71,0.0391686787887782,0.0,0.0,0.12689501631148564,295.15,286.41389077812846,0.0,0.3,299.81,0.0,289.0508618297743,286.41243647587163,0.127585819159873,0.03915428433794274,288.71,0.0,0.0,0.0,0.993179382264706,0.11677455313853223,0.15213699726833485,0.10763748370003583
1,6,5,289.0891931893773,0.9943566572598718,0.0,0.3,288.71,0.04352999894133587,0.0,0.0,0.13081767072504946,295.15,286.2737649836215,0.0,0.3,299.81,0.0,289.0860812326125,286.27209912242574,0.13152982807557104,0.043519705439123264,288.71,0.0,0.0,0.0,0.9943696736692198,0.9219919703821716,0.004427998417383527,0.279485285142803
1,6,10,289.1388466100454,0.9952503646026432,0.0,0.3,288.71,0.0478838911999353,0.0,0.0,0.13465280731174142,295.15,286.15092300121137,0.0,0.3,299.81,0.0,289.13577589039176,286.1494002499533,0.13538584273397397,0.04787418763003375,288.71,0.0,0.0,0.0,0.995260633668171,0.1350245917810572,0.43050811792338517,0.17360547149667438
1,6,15,289.20242992557536,0.9959202146928722,0.0,0.3,288.71,0.0522110257912176,0.0,0.0,0.13840153384246168,295.15,286.0450970759673,0.0,0.3,299.81,0.0,289.1993962262452,286.04405286294207,0.1391549769293404,0.052198159573473575,288.71,0.0,0.0,0.0,0.9959263964020614,0.524928802576753,0.4815958837878541,0.17633176863085634
